"Date","Price","Volume","Market_cap"
"2023-09-17 00:00:00 UTC+0","0.00014977","12006.403277","1205670.11353316"
"2023-09-16 00:00:00 UTC+0","0.00015802","35059.905272","1272087.46499212"
"2023-09-15 00:00:00 UTC+0","0.00017880","11689.140440","1439332.70735167"
"2023-09-14 00:00:00 UTC+0","0.00015091","6482.108007","1214832.59969431"
"2023-09-13 00:00:00 UTC+0","0.00014696","23979.720349","1183064.27601044"
"2023-09-12 00:00:00 UTC+0","0.00013749","26434.602097","1106780.92055062"
"2023-09-11 00:00:00 UTC+0","0.00011134","29631.751882","896287.91712801"
"2023-09-10 00:00:00 UTC+0","0.00017194","7551.937496","1384115.66644900"
"2023-09-09 00:00:00 UTC+0","0.00018749","53708.967063","1509297.04470775"
"2023-09-08 00:00:00 UTC+0","0.00012850","71202.221936","1034423.00241055"
"2023-09-07 00:00:00 UTC+0","0.00020039","18467.449999","1613177.36261917"
"2023-09-06 00:00:00 UTC+0","0.00022993","114324.788339","1850983.86849206"
"2023-09-05 00:00:00 UTC+0","0.00028261","144710.332794","2275024.00642346"
"2023-09-04 00:00:00 UTC+0","0.00036202","126522.222735","2914309.56456882"
"2023-09-03 00:00:00 UTC+0","0.00035240","105199.494409","2836864.10982305"
"2023-09-02 00:00:00 UTC+0","0.00034668","208175.323306","2790784.26358531"
"2023-09-01 00:00:00 UTC+0","0.00034790","154279.665374","2800627.18713026"
"2023-08-31 00:00:00 UTC+0","0.00026372","197934.198219","2122965.75044323"
"2023-08-30 00:00:00 UTC+0","0.00027202","235093.282554","0.00000000"
"2023-08-29 00:00:00 UTC+0","0.00026681","166417.734282","0.00000000"
"2023-08-28 00:00:00 UTC+0","0.00016821","34862.653192","0.00000000"
"2023-08-27 00:00:00 UTC+0","0.00013242","10556.484861","0.00000000"
"2023-08-26 00:00:00 UTC+0","0.00014433","14272.625884","0.00000000"
"2023-08-25 00:00:00 UTC+0","0.00013467","196815.563430","0.00000000"
"2023-08-24 00:00:00 UTC+0","0.00010024","32428.664889","0.00000000"
"2023-08-23 00:00:00 UTC+0","0.00008283","32147.936578","0.00000000"
"2023-08-22 00:00:00 UTC+0","0.00007241","28768.400044","0.00000000"
"2023-08-21 00:00:00 UTC+0","0.00005434","17466.203378","0.00000000"
"2023-08-20 00:00:00 UTC+0","0.00005074","4269.313464","0.00000000"
"2023-08-19 00:00:00 UTC+0","0.00005451","7146.700728","0.00000000"
"2023-08-18 00:00:00 UTC+0","0.00005084","2635.189194","0.00000000"
"2023-08-17 00:00:00 UTC+0","0.00005066","13680.339584","0.00000000"
"2023-08-16 00:00:00 UTC+0","0.00004996","20355.912400","0.00000000"
"2023-08-15 00:00:00 UTC+0","0.00005576","22242.135662","0.00000000"
"2023-08-14 00:00:00 UTC+0","0.00005962","7636.058332","0.00000000"
"2023-08-13 00:00:00 UTC+0","0.00005104","8884.597799","0.00000000"
"2023-08-12 00:00:00 UTC+0","0.00004865","24775.808238","0.00000000"
"2023-08-11 00:00:00 UTC+0","0.00006575","31573.967305","0.00000000"
"2023-08-10 00:00:00 UTC+0","0.00007597","31261.807178","0.00000000"
"2023-08-09 00:00:00 UTC+0","0.00008368","117596.438334","0.00000000"
"2023-08-08 00:00:00 UTC+0","0.00007948","36821.249662","0.00000000"
"2023-08-07 00:00:00 UTC+0","0.00006322","32286.057667","0.00000000"
