"Date","Price","Volume","Market_cap"
"2023-05-15 00:00:00 UTC+0","0.00000173","419880163.764734","729186383.31799790"
"2023-05-14 00:00:00 UTC+0","0.00000179","542000746.728292","751520565.73091050"
"2023-05-13 00:00:00 UTC+0","0.00000188","1216931029.919144","789469288.78586470"
"2023-05-12 00:00:00 UTC+0","0.00000173","1395786742.759991","729638429.28896840"
"2023-05-11 00:00:00 UTC+0","0.00000140","758583493.564130","588914810.58004840"
"2023-05-10 00:00:00 UTC+0","0.00000193","517765924.810102","810538451.66967000"
"2023-05-09 00:00:00 UTC+0","0.00000201","513318829.186285","844469164.05629960"
"2023-05-08 00:00:00 UTC+0","0.00000195","1171744168.548349","821071686.84131050"
"2023-05-07 00:00:00 UTC+0","0.00000283","925421204.255761","1188823051.00490430"
"2023-05-06 00:00:00 UTC+0","0.00000266","1505798457.584981","1121125030.29058960"
"2023-05-05 00:00:00 UTC+0","0.00000380","2145680197.230885","0.00000000"
"2023-05-04 00:00:00 UTC+0","0.00000195","342656191.433915","0.00000000"
"2023-05-03 00:00:00 UTC+0","0.00000108","174490998.041166","0.00000000"
"2023-05-02 00:00:00 UTC+0","0.00000114","221900214.734971","0.00000000"
"2023-05-01 00:00:00 UTC+0","0.00000118","449004944.287967","0.00000000"
"2023-04-30 00:00:00 UTC+0","0.00000072","254936978.381582","0.00000000"
"2023-04-29 00:00:00 UTC+0","0.00000046","71798845.223958","0.00000000"
"2023-04-28 00:00:00 UTC+0","0.00000033","38531657.491761","0.00000000"
"2023-04-27 00:00:00 UTC+0","0.00000027","33666095.132562","0.00000000"
"2023-04-26 00:00:00 UTC+0","0.00000022","31305848.934108","0.00000000"
"2023-04-25 00:00:00 UTC+0","0.00000026","26919746.538062","0.00000000"
"2023-04-24 00:00:00 UTC+0","0.00000030","27719683.727530","0.00000000"
"2023-04-23 00:00:00 UTC+0","0.00000032","39446331.391087","0.00000000"
"2023-04-22 00:00:00 UTC+0","0.00000028","42386495.189891","0.00000000"
"2023-04-21 00:00:00 UTC+0","0.00000020","45594300.942949","0.00000000"
"2023-04-20 00:00:00 UTC+0","0.00000030","60362900.546861","0.00000000"
"2023-04-19 00:00:00 UTC+0","0.00000027","147778693.264426","0.00000000"
"2023-04-18 00:00:00 UTC+0","0.00000019","72309785.647921","0.00000000"
"2023-04-17 00:00:00 UTC+0","65.867100924E-9","47217852.843974","0.00000000"
